id,"name",state_id,country_id,latitude,longitude
831,"Lumbaca-Unayan",42,174,7.7243588,124.236602
832,"Lumbatan",42,174,7.7552165,124.2532741
833,"Lumbayanague",42,174,7.7747951,124.2921637
834,"Madalum",42,174,7.8755241,124.1031133
835,"Madamba",42,174,7.8641537,124.0752783
836,"Maguing",42,174,7.9053318,124.5306837
837,"Malabang",42,174,7.5932005,124.0728399
838,"Marantao",42,174,7.9653062,124.1865669
839,"Marogong",42,174,7.6051002,124.1754442
840,"Masiu",42,174,7.8087467,124.3254842
841,"Mulondo",42,174,7.9216138,124.3689522
842,"Pagayawan",42,174,7.7488201,124.1198102
843,"Piagapo",42,174,8.0024753,124.1865669
844,"Poona Bayabao",42,174,7.8344621,124.3476909
845,"Pualas",42,174,7.8105028,124.0530042
846,"Saguiaran",42,174,8.0168917,124.2310439
847,"Sultan Dumalondong",42,174,7.6340809,124.2643871
848,"Picong",42,174,7.6907181,123.9415518
849,"Tagoloan II",42,174,8.099079,124.4420073
850,"Tamparan",42,174,7.8725206,124.3365882
851,"Taraka",42,174,7.8992785,124.3476909
852,"Tubaran",42,174,7.6870181,124.0864133
853,"Tugaya",42,174,7.8951444,124.1420679
854,"Wao",42,174,7.6675967,124.7077665
855,"Ormoc City",43,174,11.0384275,124.6192702
856,"Tacloban City",43,174,11.2543388,124.9616867
857,"Abuyog",43,174,10.668751,125.045173
858,"Alangalang",43,174,11.2356459,124.8844867
859,"Albuera",43,174,10.9053869,124.7519807
860,"Babatngon",43,174,11.3905109,124.8844867
861,"Barugo",43,174,11.3002334,124.7630307
862,"Bato",43,174,10.3397687,124.8495304
863,"Baybay",43,174,10.6521412,124.8525626
864,"Burauen",43,174,10.9744227,124.8932548
865,"Calubian",43,174,11.4894843,124.3643423
866,"Capoocan",43,174,11.2320771,124.6192702
867,"Carigara",43,174,11.298108,124.6786946
868,"Dagami",43,174,11.0564668,124.8513794
869,"Dulag",43,174,10.9591507,125.0057695
870,"Hilongos",43,174,10.3708121,124.7533672
871,"Hindang",43,174,10.4305009,124.7441712
872,"Inopacan",43,174,10.5479739,124.8403408
873,"Isabel",43,174,10.9179536,124.4473541
874,"Jaro",43,174,11.1758335,124.7519807
875,"Javier",43,174,10.790105,124.937714
876,"Julita",43,174,10.9841725,124.9616867
877,"Kananga",43,174,11.1647958,124.5587587
878,"La Paz",43,174,10.88257,124.9286096
879,"Leyte",43,174,11.3496551,124.4641848
880,"Liloan",43,174,11.033239,124.5473005
881,"MacArthur",43,174,10.8302022,124.9616867
882,"Mahaplag",43,174,10.6122717,124.9664732
883,"Matag-ob",43,174,11.124907,124.4752715
884,"Matalom",43,174,10.2470975,124.7961722
885,"Mayorga",43,174,10.8822823,124.9877399
886,"Merida",43,174,10.9642537,124.519604
887,"Palo",43,174,11.1583835,124.9918883
888,"Palompon",43,174,11.0172133,124.4087307
889,"Pastrana",43,174,11.1196898,124.8844867
890,"San Isidro",43,174,10.8624536,124.8811195
891,"San Miguel",43,174,10.8624536,124.8811195
892,"Santa Fe",43,174,11.179987,124.9396367
893,"Sogod",43,174,10.4329228,124.994751
894,"Tabango",43,174,11.3112889,124.3865392
895,"Tabontabon",43,174,11.0393413,124.9451498
896,"Tanauan",43,174,11.1110256,125.0155856
897,"Tolosa",43,174,11.0332911,125.0278022
898,"Tunga",43,174,11.2476956,124.7575059
899,"Villaba",43,174,11.2029531,124.4278193
900,"Cotabato City",44,174,7.2046668,124.2310439
901,"Ampatuan",44,174,6.7640051,124.3754414
902,"Barira",44,174,7.4826599,124.3088255
903,"Buldon",44,174,7.474826,124.3976356
904,"Buluan",44,174,6.7432665,124.8016945
905,"Datu Abdullah Sangki",44,174,6.8059674,124.5306837
906,"Datu Anggal Midtimbang",44,174,6.933333,124.333333
907,"Datu Blah T. Sinsuat",44,174,6.865333,124.0195827
908,"Datu Hoffer Ampatuan",44,174,6.7640051,124.3754414
909,"Datu Montawal",44,174,7.1046918,124.7630307
910,"Datu Odin Sinsuat",44,174,7.062732,124.2866091
911,"Datu Paglas",44,174,6.7410634,124.8844867
912,"Datu Piang",44,174,7.0178051,124.4974405
913,"Datu Salibo",44,174,6.9122227,124.4530968
914,"Datu Saudi-Ampatuan",44,174,6.9668336,124.4530968
915,"Datu Unsay",44,174,6.9122227,124.4530968
916,"General Salipada K. Pendatun",44,174,6.8278241,124.7077665
917,"Guindulungan",44,174,6.954103,124.3865392
918,"Kabuntalan",44,174,7.1201987,124.3643423
919,"Mamasapano",44,174,6.9431397,124.519604
920,"Mangudadatu",44,174,6.7003903,124.8293008
921,"Matanog",44,174,7.4599311,124.2532741
922,"Northern Kabuntalan",44,174,7.1776159,124.4420073
923,"Pagalungan",44,174,6.9692802,124.7519807
924,"Paglat",44,174,6.7,124.783333
925,"Pandag",44,174,6.776254,124.7851264
926,"Parang",44,174,7.3331287,124.2310439
927,"Rajah Buayan",44,174,6.9353922,124.5583766
928,"Shariff Aguak",44,174,6.8530801,124.3976356
929,"Shariff Saydona Mustapha",44,174,6.9422581,124.4198243
930,"South Upi",44,174,6.8510318,124.1976882
931,"Sultan Kudarat",44,174,7.2622127,124.3088255
932,"Sultan Mastura",44,174,7.2884721,124.2699432
933,"Sultan sa Barongis",44,174,6.9076531,124.6192702
934,"Talayan",44,174,6.8884905,124.297718
935,"Talitay",44,174,7.0270337,124.3865392
936,"Upi",44,174,7.0170998,124.1754442
937,"Boac",45,174,13.3941301,121.8790306
938,"Buenavista",45,174,13.247776,121.9814354
939,"Gasan",45,174,13.312811,121.8790306
940,"Mogpog",45,174,13.516225,121.8790306
941,"Santa Cruz",45,174,13.3642287,121.947311
942,"Torrijos",45,174,13.3343452,122.0155491
943,"Masbate City",46,174,12.3574346,123.5504076
944,"Aroroy",46,174,12.4343877,123.3884924
945,"Baleno",46,174,12.4095634,123.4607744
946,"Balud",46,174,11.9699666,123.1913722
947,"Batuan",46,174,12.3971807,123.7629465
948,"Cataingan",46,174,11.9858771,123.9527031
949,"Cawayan",46,174,12.0557941,123.7294198
950,"Claveria",46,174,12.8796205,123.2363246
951,"Dimasalang",46,174,12.167234,123.8522923
952,"Esperanza",46,174,11.8112016,124.0084395
953,"Mandaon",46,174,12.292135,123.3037143
954,"Milagros",46,174,12.2446462,123.5056016
955,"Mobo",46,174,12.2657693,123.6399562
956,"Monreal",46,174,12.6228602,123.6399562
957,"Palanas",46,174,12.1102077,123.9080896
958,"Pio V. Corpuz",46,174,11.8557616,124.041865
959,"Placer",46,174,11.9192977,123.8634544
960,"San Fernando",46,174,12.4827401,123.7182415
961,"San Jacinto",46,174,12.5370742,123.6846987
962,"San Pascual",46,174,13.0487597,123.0338767
963,"Uson",46,174,12.1681478,123.7741195
964,"Caloocan",47,174,14.7565784,121.0449768
965,"Las Piñas",47,174,14.444546,120.9938736
966,"Makati",47,174,14.554729,121.0244452
967,"Malabon",47,174,14.6829146,120.9474747
968,"Mandaluyong",47,174,14.5794443,121.0359174
969,"Manila",47,174,14.5995124,120.9842195
970,"Marikina",47,174,14.65073,121.1028546
971,"Muntinlupa",47,174,14.4081327,121.0414667
972,"Navotas",47,174,14.6714904,120.9398467
973,"Parañaque",47,174,14.4793095,121.0198229
974,"Pasay",47,174,14.5377516,121.0013794
975,"Pasig",47,174,14.5763768,121.0851097
976,"Quezon City",47,174,14.6760413,121.0437003
977,"San Juan City",47,174,14.5994146,121.0368893
978,"Taguig",47,174,14.5176184,121.0508645
979,"Valenzuela City",47,174,14.7010556,120.9830225
980,"Pateros",47,174,14.5483779,121.070773
981,"Oroquieta City",48,174,8.4595268,123.8006496
982,"Ozamiz City",48,174,8.162411,123.7741195
983,"Tangub City",48,174,8.09592,123.6846987
984,"Aloran",48,174,8.4140426,123.8159379
985,"Baliangao",48,174,8.6180946,123.6287673
986,"Bonifacio",48,174,8.1042281,123.5951925
987,"Calamba",48,174,8.5132702,123.6399562
988,"Clarin",48,174,8.2053381,123.8012033
989,"Concepcion",48,174,8.4046133,123.5951925
990,"Don Victoriano Chiongbian",48,174,8.2542401,123.5951925
991,"Jimenez",48,174,8.3227548,123.7629465
992,"Lopez Jaena",48,174,8.5267241,123.7503511
993,"Panaon",48,174,8.3559951,123.8076302
994,"Plaridel",48,174,8.6114752,123.6958809
995,"Sapang Dalaga",48,174,8.5281457,123.5839983
996,"Sinacaban",48,174,8.2997217,123.8076302
997,"Tudela",48,174,8.2477423,123.7629465
998,"Cagayan de Oro",49,174,8.4542363,124.6318977
999,"Gingoog City",49,174,8.8229902,125.0976355
1000,"Alubijid",49,174,8.5008018,124.4309165
1001,"Balingasag",49,174,8.744484,124.7816122
1002,"Balingoan",49,174,9.0040169,124.8472678
1003,"Binuangan",49,174,8.9195807,124.7837456
1004,"Claveria",49,174,8.6787819,124.9727096
1005,"El Salvador",49,174,8.5281431,124.5176557
1006,"Gitagum",49,174,8.5613858,124.3865392
1007,"Initao",49,174,8.4805169,124.3532417
1008,"Jasaan",49,174,8.6498173,124.7548322
1009,"Kinoguitan",49,174,8.9809644,124.8127381
1010,"Lagonglong",49,174,8.8152403,124.8293008
1011,"Laguindingan",49,174,8.594347,124.4309165
1012,"Libertad",49,174,8.531416,124.3587921
1013,"Lugait",49,174,8.3480149,124.2754988
1014,"Magsaysay",49,174,8.9621721,125.2038559
1015,"Manticao",49,174,8.3683953,124.3532417
1016,"Medina",49,174,8.909828,125.0113654
1017,"Naawan",49,174,8.4348761,124.3421397
1018,"Opol",49,174,8.4358992,124.519604
1019,"Salay",49,174,8.8604235,124.7892687
1020,"Sugbongcogon",49,174,8.9591453,124.7865072
1021,"Tagoloan",49,174,8.538018,124.7889493
1022,"Talisayan",49,174,8.9580214,124.8955195
1023,"Villanueva",49,174,8.5769534,124.7851264
1024,"Barlig",50,174,17.0399912,121.1435274
1025,"Bauko",50,174,16.9880897,120.8728615
1026,"Besao",50,174,17.1097133,120.8384093
1027,"Bontoc",50,174,17.091256,121.0105733
1028,"Natonin",50,174,17.1286233,121.2855249
1029,"Paracelis",50,174,17.1562214,121.4913182
1030,"Sabangan",50,174,16.9469291,120.9302603
1031,"Sadanga",50,174,17.167666,121.0564425
1032,"Sagada",50,174,17.0981353,120.907304
1033,"Tadian",50,174,16.9660794,120.8154358
1034,"Bacolod City",51,174,10.6407389,122.9689565
1035,"Bago City",51,174,10.503405,122.9663018
1036,"Cadiz City",51,174,10.8060057,123.213851
1037,"Escalante City",51,174,10.8291458,123.5056016
1038,"Himamaylan City",51,174,10.0902184,122.8683684
1039,"Kabankalan City",51,174,9.9134117,122.8535755
1040,"La Carlota City",51,174,10.4117687,123.000095
1041,"Sagay City",51,174,10.8783445,123.408176
1042,"San Carlos City",51,174,10.4837342,123.4128956
1043,"Silay City",51,174,10.7528182,123.0875623
1044,"Sipalay City",51,174,9.7197887,122.4920088
1045,"Talisay City",51,174,10.7325049,123.0113568
1046,"Victorias City",51,174,10.8698236,123.0901539
1047,"Binalbagan",51,174,10.1999593,122.8664849
1048,"Calatrava",51,174,10.6062889,123.4159263
1049,"Candoni",51,174,9.7610592,122.650351
1050,"Cauayan",51,174,9.9429855,122.5825197
1051,"Enrique B. Magalona",51,174,10.8891201,123.0113568
1052,"Hinigaran",51,174,10.2713554,122.8549853
1053,"Hinoba-an",51,174,9.5463157,122.5194418
1054,"Ilog",51,174,9.983971,122.740723
1055,"Isabela",51,174,10.2256635,123.0113568
1056,"La Castellana",51,174,10.3194742,123.0198024
1057,"Manapla",51,174,10.9119601,123.1463992
1058,"Moises Padilla",51,174,10.2626864,123.1126559
1059,"Murcia",51,174,10.5656309,123.1014056
1060,"Pontevedra",51,174,10.3526591,122.9212265
1061,"Pulupandan",51,174,10.5259472,122.8140914
1062,"Salvador Benedicto",51,174,10.5641361,123.254713
1063,"San Enrique",51,174,10.4273504,122.8648538
1064,"Toboso",51,174,10.7176887,123.4607744
1065,"Valladolid",51,174,10.4689768,122.8422959
1066,"Bais City",52,174,9.5915686,123.1211792
1067,"Bayawan City",52,174,9.4498906,122.8535755
1068,"Canlaon City",52,174,10.3604776,123.1913722
1069,"Guihulngan City",52,174,10.1832304,123.213851
1070,"Dumaguete City",52,174,9.3068402,123.3054467
1071,"Tanjay City",52,174,9.4957882,122.9663018
1072,"Amlan",52,174,9.4443634,123.1801309
1073,"Ayungon",52,174,9.8500812,123.1389366
1074,"Bacong",52,174,9.2391819,123.2644093
1075,"Basay",52,174,9.4386369,122.6842498
1076,"Bindoy",52,174,9.7945327,123.0563914
1077,"Dauin",52,174,9.1990827,123.2363246
1078,"Jimalalud",52,174,10.0215739,123.1014056
1079,"La Libertad",52,174,10.0502042,123.1913722
1080,"Mabinay",52,174,9.7488302,122.9437667
1081,"Manjuyod",52,174,9.6739192,123.1014056
1082,"Pamplona",52,174,9.4478304,123.0563914
1083,"San Jose",52,174,9.4012491,123.2250884
1084,"Santa Catalina",52,174,9.2867599,122.9437667
1085,"Siaton",52,174,9.1242532,123.0338767
1086,"Sibulan",52,174,9.3508301,123.1576444
1087,"Tayasan",52,174,9.9441736,123.1014056
1088,"Valencia",52,174,9.2802603,123.1913722
1089,"Vallehermoso",52,174,10.3390548,123.2924859
1090,"Zamboanguita",52,174,9.1701181,123.1463992
1091,"Allen",53,174,12.5033683,124.287538
1092,"Biri",53,174,12.6605974,124.4087307
1093,"Bobon",53,174,12.416216,124.5306837
1094,"Capul",53,174,12.4195328,124.1643201
1095,"Catarman",53,174,12.4198447,124.6414028
1096,"Catubig",53,174,12.4088292,125.0528834
1097,"Gamay",53,174,12.3848356,125.2807624
1098,"Laoang",53,174,12.6198618,125.0167866
1099,"Lapinig",53,174,12.314904,125.2917432
1100,"Las Navas",53,174,12.3064077,125.0167866
1101,"Lavezares",53,174,12.5601209,124.3532417
1102,"Lope de Vega",53,174,12.2792099,124.6635297
1103,"Mapanas",53,174,12.4695163,125.2368246
1104,"Mondragon",53,174,12.4169586,124.7961722
1105,"Palapag",53,174,12.5283023,125.1048713
1106,"Pambujan",53,174,12.4645777,124.9396367
1107,"Rosario",53,174,12.5192689,124.4309165
1108,"San Antonio",53,174,12.4109731,124.2588308
1109,"San Isidro",53,174,12.3566415,124.3976356
1110,"San Jose",53,174,12.540774,124.4863567
1111,"San Roque",53,174,12.4432703,124.8844867
1112,"San Vicente",53,174,12.2735511,124.0991485
1113,"Silvino Lobos",53,174,12.2865134,124.8844867
1114,"Victoria",53,174,12.4472652,124.3141018
1115,"Cabanatuan City",54,174,15.4865047,120.973393
1116,"Gapan City",54,174,15.2912094,121.0105733
1117,"Science City of Muñoz",54,174,15.7294899,120.8728615
1118,"Palayan City",54,174,15.5782871,121.1113286
1119,"San Jose City",54,174,15.8037018,120.9991032
1120,"Aliaga",54,174,15.5120421,120.8613785
1121,"Bongabon",54,174,15.6719324,121.2397438
1122,"Cabiao",54,174,15.228918,120.8728615
1123,"Carranglan",54,174,15.975838,121.03351
1124,"Cuyapo",54,174,15.799952,120.6890055
1125,"Gabaldon",54,174,15.5154793,121.3084088
1126,"General Mamerto Natividad",54,174,15.5878761,121.0449768
1127,"General Tinio",54,174,15.3634465,121.2168466
1128,"Guimba",54,174,15.6672998,120.734995
1129,"Jaen",54,174,15.3627393,120.8838016
1130,"Laur",54,174,15.5247743,121.1824925
1131,"Licab",54,174,15.5470573,120.769476
1132,"Llanera",54,174,15.6662314,121.0105733
1133,"Lupao",54,174,15.847683,120.9187827
1134,"Nampicuan",54,174,15.711115,120.6545022
1135,"Pantabangan",54,174,15.7942377,121.1252135
1136,"Peñaranda",54,174,15.3531129,121.0166804
1137,"Quezon",54,174,15.569531,120.8269231
1138,"Rizal",54,174,15.6935714,121.1022942
1139,"San Antonio",54,174,15.3192138,120.8269231
1140,"San Isidro",54,174,15.2965633,120.907304
1141,"San Leonardo",54,174,15.3728539,120.9532123
1142,"Santa Rosa",54,174,15.4250546,120.9383613
1143,"Santo Domingo",54,174,15.6128413,120.8843434
1144,"Talavera",54,174,15.6265854,120.9302603
1145,"Talugtug",54,174,15.7698001,120.8154358
1146,"Zaragoza",54,174,15.4391609,120.792458
1147,"Alfonso Castaneda",55,174,15.9318902,121.3084088
1148,"Ambaguio",55,174,16.5793584,121.0564425
1149,"Aritao",55,174,16.2514964,121.0105733
1150,"Bagabag",55,174,16.5833702,121.2855249
1151,"Bambang",55,174,16.4041468,121.1022942
1152,"Bayombong",55,174,16.4804228,121.1481284
1153,"Diadi",55,174,16.659499,121.3312882
1154,"Dupax del Norte",55,174,16.3058213,121.1220703
1155,"Dupax del Sur",55,174,16.291992,121.0967899
1156,"Kasibu",55,174,16.3665886,121.3312882
1157,"Kayapa",55,174,16.4932638,120.9417368
1158,"Quezon",55,174,16.4577856,121.2855249
1159,"Santa Fe",55,174,16.1898433,120.8728615
1160,"Solano",55,174,16.5271332,121.1824925
1161,"Villaverde",55,174,16.6061604,121.1481284
1162,"Abra de Ilog",56,174,13.3638315,120.7579834
1163,"Calintaan",56,174,12.6040937,121.1022942
1164,"Looc",56,174,13.7438888,120.2281933
1165,"Lubang",56,174,13.7976866,120.1358346
1166,"Magsaysay",56,174,12.3086083,121.193945
1167,"Mamburao",56,174,13.2681778,120.6204892
1168,"Paluan",56,174,13.4340616,120.4602838
1169,"Rizal",56,174,12.4939627,121.0105733
1170,"Sablayan",56,174,12.8582122,120.8924629
1171,"San Jose",56,174,12.3474326,121.0659175
1172,"Santa Cruz",56,174,13.105773,120.8498944
1173,"Calapan City",57,174,13.3770935,121.1645706
1174,"Baco",57,174,13.2623378,121.0564425
1175,"Bansud",57,174,12.8526728,121.3770336
1176,"Bongabong",57,174,12.7075664,121.3998995
1177,"Bulalacao",57,174,12.395261,121.3084088
1178,"Gloria",57,174,12.9339703,121.3770336
1179,"Mansalay",57,174,12.520154,121.438851
1180,"Naujan",57,174,13.2376219,121.2397438
1181,"Pinamalayan",57,174,13.0458654,121.4645392
1182,"Pola",57,174,13.1317415,121.4351105
1183,"Puerto Galera",57,174,13.5018907,120.95412
1184,"Roxas",57,174,12.5988102,121.4835193
1185,"San Teodoro",57,174,13.3156035,120.9646866
1186,"Socorro",57,174,13.0621737,121.3312882
1187,"Victoria",57,174,13.1559921,121.2397438
1188,"Puerto Princesa City",58,174,9.9672163,118.78551
1189,"Aborlan",58,174,9.5621138,118.4396756
1190,"Agutaya",58,174,11.1530551,120.9630347
1191,"Araceli",58,174,10.5582424,119.950926
1192,"Balabac",58,174,8.1539618,117.1264753
1193,"Bataraza",58,174,8.5299423,117.4086488
1194,"Brooke's Point",58,174,8.8189341,117.784246
1195,"Busuanga",58,174,12.1586189,119.9277947
1196,"Cagayancillo",58,174,9.634473,121.2397438
1197,"Coron",58,174,12.0499255,120.1781748
1198,"Culion",58,174,11.8219287,120.0202964
1199,"Cuyo",58,174,10.8358931,121.0016228
1200,"Dumaran",58,174,10.506656,119.6730939
1201,"El Nido",58,174,11.2097089,119.4622539
1202,"Kalayaan",58,174,9.7429149,118.7722243
1203,"Linapacan",58,174,11.4599656,119.8120795
1204,"Magsaysay",58,174,10.8606368,121.0568154
1205,"Narra",58,174,9.2506301,118.3461948
1206,"Quezon",58,174,9.4184634,118.2526623
1207,"Rizal",58,174,8.8338702,117.5965403
1208,"Roxas",58,174,10.3069084,119.256946
1209,"San Vicente",58,174,10.5126542,119.3645562
1210,"Sofronio Española",58,174,9.0427952,117.9717606
1211,"Taytay",58,174,10.8177027,119.4995359
1212,"Angeles City",59,174,15.1449853,120.5887029
1213,"City of San Fernando",59,174,15.0593937,120.6567054
1214,"Apalit",59,174,14.9601027,120.792458
1215,"Arayat",59,174,15.1649828,120.780348
1216,"Bacolor",59,174,15.0316774,120.6257423
1217,"Candaba",59,174,15.1040545,120.8728615
1218,"Floridablanca",59,174,14.9573133,120.4588059
1219,"Guagua",59,174,14.9763617,120.612406
1220,"Lubao",59,174,14.9021333,120.5509358
1221,"Mabalacat",59,174,15.2228709,120.5744387
1222,"Macabebe",59,174,14.9147324,120.6775054
1223,"Magalang",59,174,15.2480028,120.6775054
1224,"Masantol",59,174,14.8523369,120.6775054
1225,"Mexico",59,174,15.0986624,120.7005044
1226,"Minalin",59,174,14.9529427,120.7005044
1227,"Porac",59,174,15.1241838,120.4588059
1228,"San Luis",59,174,15.0190635,120.8154358
1229,"San Simon",59,174,14.98866,120.7752219
1230,"Santa Ana",59,174,15.1091694,120.769476
1231,"Santa Rita",59,174,15.0081967,120.6084832
1232,"Santo Tomas",59,174,14.9972031,120.7177509
